"","id","Feb1","Feb2","Feb3","Feb4","Feb5","Feb6","Feb7","Feb8","Feb9","Feb10","Feb11","Feb12","Feb13","Feb14","Feb15","Feb16","Feb17","Feb18","Feb19","Feb20","Feb21","Feb22","Feb23","Feb24","Feb25","Feb26","Feb27","Feb28","lon","lat"
"181",2641,-0.1,0.9,0.6,-1.9,-1.4,-2.8,-1.4,1.2,3.1,4.7,3.9,1.6,0.2,-0.6,0.9,1.3,0.5,2.6,1.2,3.5,4.9,1.4,2.2,4.1,1.8,1.8,2.4,3.2,12.9062,51.519
"182",2667,0.8,1.5,0.7,-1.6,-2.5,-1.6,-0.7,2.7,4.1,4.8,3.4,2.6,3,5.5,4.2,1.9,2.4,3.4,0.8,6.3,5,3.3,2.9,4,4,6.2,4.5,3.4,7.1575,50.8646
"183",2680,-0.2,0,-1.1,-2.9,-3.4,-2.5,-2.8,0.7,1.4,3.1,1,-1.2,-1.1,-2.1,-1.1,-0.4,-1.5,0.9,-1.5,3.3,2.9,0.8,1.2,3.2,2.1,1.2,1.5,2.3,10.4456,50.2841
"184",2700,-1.6,-1.2,-5,-6.3,-2.6,-2.9,-4.7,-2.6,-1.6,1.1,0,-1.5,-2.3,-2.7,-2,-1.8,-2.1,-1.5,-2.6,-0.7,0.5,1.6,-0.4,2.6,1.2,0.4,1.6,1.5,11.4872,48.8301
"185",2704,0.3,1.2,0.5,-1.3,-1.6,-3.8,-0.9,1.6,4.2,5.1,4.1,-0.2,1.5,0.4,0.8,1.8,0,2.8,1.3,3.8,5,1.9,1.7,3.6,2.9,2,3.3,3.4,12.0079,51.7515
"186",2708,-2.9,-1.7,-5.1,-4.4,-5.8,-5.4,-6.8,-3.7,-2,-1.9,-3.6,-3.3,-0.4,-0.5,-4.3,-2.9,-0.7,-2.9,-1.4,1.6,2,-0.1,0.6,1.3,0.1,-1.3,-0.9,0.1,11.0804,47.6652
"187",2712,0.4,0.3,-1,-2.3,-2.1,-2.1,-3.1,-2.7,-1.3,0.9,-0.7,-1,-1.4,-0.6,-0.9,-0.8,-0.6,-0.4,0.7,1.5,2.1,1.1,1,3.6,2.5,1.4,1.1,3.1,9.1901,47.6774
"188",2750,-1,0.1,-2,-3,-3.1,-2.9,-3.9,-1.8,-0.3,1.8,1.1,-0.7,-1.1,-1.9,-1.3,-0.2,-2,0.9,-1.2,2.4,2,0,-0.5,2.3,1.5,0,0.9,2.5,11.3208,50.2524
"189",2773,-1.9,-0.9,-2.6,-5,-3.1,-3.1,-4.2,-1.2,-0.1,1.8,0,-1.6,-1.9,-2.6,-2.6,-0.7,-1,-0.8,-2.6,0.1,1.3,1.8,-0.6,2.3,0.6,-0.2,1.2,1.6,11.9016,49.4283
"190",2794,0.9,0.3,-0.8,-1.5,-1.5,-5.1,-1.1,1.5,4.4,5.5,4.4,1.1,-0.7,0.1,1.5,0.4,-0.1,2.5,1.9,2.5,4.8,1.8,1,2.5,1.3,2.3,3.3,2.3,12.4093,52.9363
"191",2796,-0.8,0.1,-1.5,-1.5,-2.7,-5.6,1.4,1.9,4.7,4.3,1.4,0.7,-1.1,0,1.8,0,0.4,3.5,3.6,3.2,4.6,2.8,2,3.8,2.2,3.4,3.4,2.7,12.279,53.9156
"192",2812,1.9,1.5,-1.3,-1.9,-0.2,0,-2.7,-1.4,0.8,1.6,0.3,-1.7,-1.3,1.2,0,1,1.3,1.9,1.6,5.8,6,3.3,4.3,4.9,5,5.9,5,4.4,7.828,48.3647
"193",2814,-3.7,-3.6,-12.4,-10.1,-5.1,-5.3,-8.2,-3.2,-2.6,-0.5,-2,-3.5,-5.4,-3.3,-3.8,-3.1,-4.9,-3.1,-3.5,-1.1,0.2,-1,-1.3,0.6,-1.1,-3,-1.4,-0.3,9.7645,48.5121
"194",2829,-2,-2.1,-6.7,-8.1,-4.4,-4.7,-6.4,-4,-2.8,-0.2,-2.3,-3.6,-3.6,-3.6,-3,-2.9,-4.5,-3,-2.7,-2.7,-2.7,-2.7,-0.6,1.9,0.9,-0.8,-1,-1,10.9144,48.0772
"195",2856,-1.9,0.3,-0.2,-1.5,-2,-3.6,-2,1.2,3.2,4.4,3.9,1,0.4,0.6,1.8,0.6,1.1,2.2,0.3,2.4,3.1,-0.1,0.8,2.2,1.3,1.9,2.5,2.7,13.0878,51.9173
"196",2886,-0.9,-1.7,-6.9,-6.1,-3.8,-4,-6.2,-3.7,-2.2,-0.2,-1.5,-3.9,-4,-3.5,-2.9,-2.4,-2.3,-2,-0.6,1.6,0.7,0,0.2,2.4,1.5,0.1,-0.6,1.1,9.9097,48.2176
"197",2905,-1.1,-1.8,-8.7,-7.7,-3.9,-4.5,-6.3,-3.7,-2.4,-0.4,-2.6,-3,-4.1,-4.1,-2.7,-2.7,-3.5,-2.6,-2.8,1,0.9,-0.6,-0.4,2.1,1.2,-0.7,-1.2,0.7,10.8507,48.1849
"198",2907,-1.5,-0.1,-2.1,-3.3,-1.8,-3.6,3.9,3.2,5.7,5.6,3.9,2.1,1.2,1.1,3,1.5,0.5,4.1,3.3,2.7,1.9,2.9,3.3,4.3,3.4,4.7,4.5,3.8,8.9514,54.7903
"199",2925,-1.8,-0.6,-1.2,-3.6,-3.8,-5,-4.6,-0.5,1.9,2.9,1.5,-1.1,0.4,2.6,0.2,1.5,0,1.3,-0.6,3.8,3.4,1.6,0.8,2.4,2.8,2.9,2,1.6,10.3123,51.3933
"200",2928,-0.3,0.8,0.6,-2.5,-1.8,-2.7,-1.6,1.2,3.1,4.7,3.7,0.5,0.7,1.1,1,2,-0.1,2.4,1.1,4,5.3,1.5,2.2,4.5,2.2,2.4,3.2,3.4,12.4462,51.3151
"201",2932,-0.7,0.3,0.1,-2.6,-1.8,-2.9,-1.6,0.9,3.1,4.6,3.6,-0.3,0.9,1,0.7,1.5,0,2.2,1,3.6,4.8,0.6,1.6,3.7,2.8,2.4,3.4,2.8,12.2396,51.4348
"202",2947,-0.6,0.4,-0.5,-3.3,-3.2,-2.5,-2.7,1.2,2.8,3.3,1.6,-0.3,0,3.8,2.2,0,1.4,1.6,0.5,4.1,3.1,2.1,1.8,2.7,3.4,4.8,2.9,1.9,8.0352,51.1334
"203",2951,1.3,0.7,-0.4,-1.5,-1.1,-3.1,-0.2,2,5.4,5.8,4.5,0.9,-0.7,1,1.8,1.1,-0.2,3.4,2.3,3.5,4.9,2.8,1.9,3,2.9,3.2,2.9,2.3,11.4864,53.1007
"204",2961,-0.5,1.1,-0.2,-0.6,0.5,0,3.2,3,5.3,5.7,3.1,1.5,0,0.9,2.6,1.2,0.4,3.6,3.3,3,3.4,3.2,3.2,4.2,4,4.8,3.4,3.5,10.2737,54.4996
"205",2968,1.7,1.9,1.4,-0.4,-1.5,-0.2,0.6,3.9,4.4,5.5,4.1,3.4,3.8,6.4,4.9,2.7,2.9,4.4,2.2,6.7,5.5,4,4.1,5.2,4.7,6.7,5.4,4.4,6.9779,50.9895
"206",2985,-0.1,0,-0.3,-2.9,-3,-3.6,-2.9,-0.8,1.1,2.7,2.1,0.6,1,0.4,2.4,-0.8,0.9,0.5,-0.1,1,4,1,1.7,4,1.8,2.1,2.8,1.4,14.2093,50.9383
"207",3015,-0.2,0.6,-0.5,-1.8,-1.9,-4,-2.1,0.9,3.1,4.4,4.3,1.4,0.1,0.5,2.5,-0.3,1.1,2.8,1.4,2.5,4.8,1.4,1.9,3.7,2.8,2.6,3.3,3.1,14.118,52.2085
"208",3023,0.8,1.4,0.7,-0.7,-1.1,-0.8,0.2,3.8,5.6,5.6,4.3,2.4,3.5,6.2,1.7,2.2,1.3,1.1,2.8,4.6,3.7,1.9,4.4,4.8,4.4,6.2,5.3,4.1,7.3081,52.5181
"209",3028,0.6,0.8,0.6,-2.6,-1.8,-2.1,-2,1.6,3.7,4.4,2.3,0,2.5,5.2,2.4,2.2,0.6,2.8,0.9,4.9,4.2,3.1,2.4,3.8,4.4,5.6,3.7,2.9,8.8388,51.7855
"210",3031,1.3,1.4,1,-1.6,-1.4,-1.9,-1.3,2.4,4.1,4.8,3.1,-0.6,2.3,6.8,3,1.7,1.3,3,1.6,5.4,4.6,3.8,3.9,4.4,5.1,6.8,4.6,3.5,8.3943,51.6334
"211",3032,1.6,2.2,-0.1,-1,-0.6,0.8,4.6,3.8,5.5,5.4,4,2.7,1.8,1.2,3,1.7,2.6,4.8,4.2,3.5,2.5,3.8,3.8,4.5,3.7,4.4,4.4,4.3,8.4125,55.011
"212",3034,-1.9,-1.4,-2.4,-3.9,-3.9,-4.4,-3.4,-1.7,0.4,1.6,-0.1,-2.6,-2.3,-3.7,-0.5,0.5,-0.4,0.2,-2.2,1.2,1.5,-0.5,-0.1,1.6,-0.1,-1.1,0.2,1.2,11.635,50.4505
"213",3042,-0.9,0.3,-1,-3.1,-2.9,-1.2,-0.7,1.2,2.5,3.1,2,0.4,-0.1,1,1.1,0.6,2,2.7,-0.2,4.7,3.7,1.3,0.7,2,2.5,4.2,3.2,1.1,8.2391,50.5624
"214",3044,0.7,1.2,0.5,-0.7,-1,-1,0.4,3.8,5.9,5.8,4.4,2.5,3,4.5,1.9,1.7,0.5,1.2,2.2,4.4,3.9,1.9,4.1,4.5,4.2,6.2,4.9,3.7,7.7463,52.7216
"215",3083,0,0.8,0.2,-1.1,-1.3,-3.1,-1.8,1.6,3.5,4.7,4.6,0.5,0.2,-0.3,1.8,0.6,1.6,3,1.1,3,4.8,1.3,2,3.9,2,1,2.5,3.3,13.8797,51.9267
"216",3086,-1.2,0.4,-0.7,-1.3,-0.5,-4.1,2,2.6,5.9,6.1,2.6,1.4,0,1.1,1.8,0.8,0.5,3.2,3.1,3.6,4.4,3.5,2.9,3.9,3.6,4.9,3.2,2.7,10.6988,53.8025
"217",3093,1.6,1,0,-1.2,-1.1,-2.3,0.4,2.3,5.6,5.9,4.7,1.1,-0.5,0.1,1.4,1.6,0.1,2.8,1.9,4,4.8,3.1,2.2,3.7,3.7,3.7,3.1,2.7,11.1374,52.9724
"218",3098,-0.7,-0.6,-1.1,-2.9,-4,-3.7,-2.2,0.9,2.1,2.7,1.2,0.3,2.4,4.7,3.5,1.2,0.7,0.9,-0.6,3.2,2.3,1.6,1,1.6,2.6,3.8,2.7,1.8,7.6425,51.2452
"219",3126,-0.3,1.1,0.3,-1.1,-1.1,-4,-1.1,1.9,4.4,5.2,4.3,-0.6,2,1.4,1.3,2.2,0.6,2.9,1.4,4,5.2,2.9,1.6,3.4,3.5,3.2,3,3.3,11.5826,52.1029
"220",3137,0.5,1.3,-0.1,-1.1,-2,-1.3,-0.9,2.5,3.4,4.3,2.4,0.8,-0.6,1.1,0.1,1.4,2,2.9,0.3,5.1,5.2,2.8,1.5,3.9,4.1,5.4,4.1,3.4,8.2108,49.9672
"221",3147,-0.9,-0.7,-4.3,-6.4,-2.6,-3.6,-5.1,-1.8,-1.6,1.1,0,-1.1,-1.9,-2.4,-2,-2.6,-3.3,-1.5,-2.7,-0.2,0.8,2,0.4,2.8,1.5,0.7,1.4,2,12.2177,48.7726
"222",3155,-1.2,-1,-1.9,-2.8,-4.1,-2.8,-2,1.1,1.7,1.9,1.1,-1.1,-0.6,3.1,1.1,-0.8,0.1,1.8,-1.8,3.7,2.3,1,0.9,1.7,1.3,3.9,2.5,0.4,6.8015,50.1016
"223",3158,1.1,1.2,-0.3,-1.5,-3.2,-3.4,-0.9,1.1,3.7,4.8,4.3,2.2,-0.2,0.2,1.4,0.1,1.2,2.9,2.1,2.5,5.1,1.2,2.6,3.9,1.6,1.1,2.5,2.2,14.5452,52.5468
"224",3164,0.1,0.7,0.5,-1.3,-1.4,-1.1,-0.6,1.9,3.9,4.7,2.6,0.4,-0.3,0.4,0.3,-0.3,2.5,3.1,0.6,4.9,4.9,2.1,1.3,3.1,2.9,4.7,3.2,1.6,8.7746,50.8492
"225",3166,-1.8,-2.3,-2.7,-5.4,-6.7,-6.4,-5,-3.2,-0.9,0.6,0.1,-1.6,-2.1,-2.8,0,1.6,0.3,-1.2,0.4,2.2,3.3,-0.2,0.3,1.7,-0.1,0.1,1.6,-0.1,13.1469,50.651
"226",3167,-2.1,-1.8,-2.5,-4.4,-5.5,-4.2,-2.1,-1,0.5,1.1,-1,-2.1,-1.9,0.8,1.2,-1.5,-1,0.4,-3,2.2,1.3,0.2,-0.3,1,0.9,1.8,1,0.4,7.9602,50.662
"227",3196,0.1,0.1,-0.9,-1.4,-0.9,-3.8,0.3,1.7,4.9,5.6,3,0.6,-1.5,0.4,1.2,0.3,0,3.1,2.8,3.1,4.9,2.6,1.7,3.7,3.1,4.3,3.4,2.6,11.9319,53.3223
"228",3204,-1.8,-0.1,-0.9,-3.4,-4.8,-4.2,-2.8,-0.6,2.1,2.6,1.1,-1.9,0.4,0.4,-1.9,0,-1.5,0.8,-1.5,3.1,2.9,0.4,1.1,2.8,1.8,2.6,3.3,1.5,10.8818,50.7335
"229",3226,0.5,1,0.5,-1.4,-2,-4.2,-0.7,1.6,4.7,5.2,3.3,-0.5,1.4,0.8,-1.2,1.7,0.3,3.3,2.1,4.7,5.1,1.2,1.9,3.6,2.4,2.4,2.9,2.7,11.5111,51.7259
"230",3231,-1.8,-0.6,-1.5,-3.8,-5.1,-4.6,-3.3,-0.8,1.3,2.1,-0.1,-2.3,-2.5,-3,-1.6,0.7,-1.7,0.5,-2.8,1.8,1.9,0.7,-0.5,1.6,1,1.6,1.1,1.4,10.3771,50.5612
"231",3234,0.7,1.1,0.9,-2.3,-1.7,-2.2,-1.6,0.5,2.5,3.9,2.8,-0.5,-0.7,-0.7,0.1,2.2,1.9,1.6,0.5,3.6,5.2,1.8,1.6,4.7,1.9,1.3,1.4,2.1,13.4327,51.1294
"232",3244,-1.6,-1.8,-6,-7.3,-4.2,-4.3,-6.5,-5,-3.3,-1.5,-3.2,-5.4,-4.6,-3.6,-3.5,-3.6,-3.4,-2.6,-0.5,0.9,0.2,-1,-0.6,1.6,0.5,-1.5,-1.5,0.4,10.1384,47.982
"233",3254,0.3,0.9,0,-1.4,-1.4,-1.5,0.3,3.7,5.8,5.4,4.2,2.4,3.4,5.7,1.7,1.6,0.6,1.3,2.8,4.4,3.4,1.7,4.2,4.8,4.1,6.1,4.7,3.8,7.3176,52.7156
"234",3257,0.9,1,-0.9,-2.7,-1.1,-1.5,-2.9,0.5,0.4,2,1.6,-0.1,-0.2,-0.5,1.6,1.2,0.1,0.8,-1.2,2.3,4.7,2.1,1.2,3.7,3.3,3,2.8,2.9,9.7623,49.4773
"235",3268,-3.5,-3.9,-6.3,-6.5,-6.5,-6.5,-7.3,-4.9,-4,-1.4,-2.8,2.8,3.8,1.7,-0.9,0.3,-1.1,-4,-1.6,2.3,0.3,-1.6,-1.2,-0.3,-0.5,-0.5,-0.5,-1.3,8.9938,48.1875
"236",3271,-0.3,0,-2.3,-7.1,-2.1,-3.9,-6.3,-1.5,-1.5,1,0.6,-0.1,-1,-2.2,-2.1,-4.1,-4,-0.5,-1.3,-1.1,-0.1,0.9,2.3,2.3,1.4,0.7,1.6,2.6,12.9187,48.8548
"237",3278,0.6,0.1,-3.8,-5,-2,-2.1,-4,-1.6,-0.2,1.9,0.2,-0.3,0.8,2.4,-0.7,-0.8,-0.8,0.6,0.8,4.6,3.5,2.4,3,3.4,3.5,2.9,3,3.3,9.2733,48.5376
"238",3284,0.9,1,-0.6,-2.5,-1.8,-1.2,-2.9,0.9,1.5,3.2,2,0.1,-0.1,0.4,-0.1,1.8,0.9,1.5,0.2,4.1,4.6,1.3,1.6,3.8,4.1,4.7,3.8,2.4,9.0085,49.6691
"239",3287,-0.8,-0.9,-2,-3.6,-4.1,-3.6,-4,-0.5,0,1.5,-0.3,-1.7,-2.3,-2.3,-1.8,-0.4,-1,-0.5,-2,3.7,3.4,1.1,0.8,2.4,2.9,3.6,1.9,1.9,9.0997,49.7176
"240",3289,-0.7,-0.3,-0.8,-2.6,-3.3,-3.6,-2.9,-0.7,1.4,2.7,1.5,-0.7,0.1,0.4,-0.7,2,0.4,1.2,-0.3,3.3,4.1,0.6,1.6,3,2.2,1.9,3.1,2.2,11.7838,50.7281
"241",3307,-5.9,-3.8,-7.5,-8.5,-7,-7,-7,-6.3,-4.9,-3.1,-0.9,0.1,0.3,2.7,3.1,2.2,1.1,-2.8,-1,1.3,2.6,-1.1,0.6,-0.5,-1.6,-2,-1.5,-0.7,11.2654,47.4778
"242",3319,0.9,1.2,-0.5,-2.3,-1.8,-1.4,-2.3,0.8,1.7,2.8,1.5,-0.2,-0.6,-0.6,0.4,1.4,0.6,1.3,-0.2,3.5,4.2,1.2,1.1,3.4,3.3,4.2,3.6,2.5,9.2531,49.7645
"243",3340,-0.1,0.6,-0.3,-1.9,-2.9,-1.3,-1.1,1.7,2.9,3.6,1.8,0.5,0.4,1.7,1.8,0.4,1.5,2.5,-0.5,5.2,3.5,1.9,1.8,3.5,3.2,4.4,3.6,1.7,7.8061,50.4383
"244",3348,-1.6,-0.1,-0.2,-2.7,-2.6,-4.1,-3.4,0.8,3.4,4.2,2.4,-0.5,0.8,2.1,-0.2,1.2,1.3,2,0.5,4.2,4.5,1.6,1.2,2.5,1.9,3.6,2.6,1.8,9.8352,51.7209
"245",3362,0.4,0.3,-3.7,-3.8,-1,-1.4,-3.6,-0.5,0.7,2,2.2,0.1,-0.3,1.9,-1.2,-0.5,-0.1,0.7,-1,2.8,4.1,1.6,1.4,3.2,2.4,3.6,3.3,2.7,8.8734,48.9721
"246",3366,-2.3,-0.9,-8.1,-11.1,-4.5,-3.2,-5.2,-2.1,-1.2,0.5,-1.1,-0.9,-1.9,-2.6,-1.3,-1.7,-2.7,-1.3,-2.3,-0.8,0.5,1.3,1.3,3,1.7,1.1,2,1.6,12.5024,48.2791
"247",3376,0.6,0.7,-0.6,-1.5,-3.2,-4.3,-1.3,1.2,3.6,4.8,4.3,1.9,0,-0.1,1.1,-0.1,1.2,3,2.3,2.4,5,1.1,2,3.5,1.9,1.6,3.1,2.7,14.1232,52.5176
"248",3379,0.4,-0.4,-3,-5.1,-2.8,-3.3,-4.1,-2.3,-1.1,1.8,-0.6,-0.6,-1.4,-2.1,-1.1,0,-2.1,-1.3,-0.7,4.1,3.9,1.4,2.6,3.6,2.6,2.2,1.7,2.1,11.5429,48.1631
"249",3402,-2.9,-3.3,-7.5,-7.2,-5.4,-5.5,-7.4,-5,-3.6,-0.9,-2.4,-3,-1.7,-0.6,-4.8,-3.3,-5.2,-3.5,-2.9,0.5,0.3,-1,-1.5,0.5,-0.4,-0.8,-0.5,-0.1,9.4837,48.3851
"250",3426,0,0.9,-0.2,-1.8,-2.3,-3.5,-3.2,0.5,2.4,4.2,4,0.8,0.3,0.2,1.9,0,1.7,1.9,1.6,2.2,5.6,2.5,2.5,4.5,1.4,1.1,0.8,1.5,14.6989,51.5662
"251",3442,1.1,1.8,0.5,-0.9,-1.4,-1.2,-0.6,3.1,4.1,5.3,2.7,1.1,0.7,0.8,1.1,1.2,2.4,3.3,0.9,5.4,4.7,2.6,1.4,3.5,3.4,4.7,4.2,3.2,8.7506,50.3574
"252",3485,-1.2,-1.4,-9.3,-8,-3.2,-3.4,-6,-4,-2,0,-1.2,-2.5,-3.2,-2.9,-1.9,-1.6,-2.1,-1.5,-0.8,0.8,0.7,0,-0.1,2.7,1.5,-0.1,-1.1,1.3,10.3771,48.3116
"253",3490,1.3,2.2,1.2,-0.5,-1.3,-0.7,-0.8,3.3,4.5,4.9,3,1,1.2,4.1,2,1.2,2.9,3.7,0.3,7,4.7,3.9,4.3,5.2,3.8,5.8,4.7,3.2,7.0853,50.5346
"254",3509,-0.2,0,-1.2,-1.8,-1.4,-4.7,-0.7,1.1,4,5,2.9,1.3,-0.9,-0.2,1.3,-0.2,0.1,2,2.5,2,5.2,1.1,1.3,2.3,1.1,1.9,2.5,2.4,13.0421,53.102
"255",3513,-3.7,-3.6,-4.5,-6.2,-6.9,-7.2,-5.3,-4.7,-1.5,-0.3,0.3,-2.7,-2.2,1.1,-0.3,0.4,0.2,-1.3,-4.8,-1.4,-0.1,-1.5,-2,-0.8,-1.1,-0.7,0.1,-1.1,11.1344,50.5002
"256",3527,-1.9,-1.5,-2.8,-4.2,-4.4,-5.2,-3.2,-1.5,0.5,1.5,-0.5,-2.5,-1.2,1.5,-0.5,-0.7,-0.8,0.8,-2.4,2.9,2.3,0.6,-0.1,1.2,1.6,2.7,1.2,0.4,9.4053,50.8924
"257",3540,0.1,0.6,0,-2.1,-3,-1.6,-0.7,2,3.1,4.1,2.4,1.3,2.1,5.2,3.9,1.2,1.6,2.8,-0.2,5.2,4.2,2.5,1.7,2.9,3.2,5.3,3.7,2.5,7.3714,50.8446
"258",3545,0.9,0.4,-2.5,-2.9,-2.6,-1.5,-2.4,0.6,1.5,2.8,2.2,0,1.2,3.7,-0.3,1.1,1.3,2.8,0.3,6.3,3.6,1.7,2.2,3.3,3.5,5.7,4.1,1.2,7.2295,49.3436
"259",3552,0.8,0.2,-0.9,-1.7,-1.1,-4.2,-1.2,1.2,4,5.3,4,1.4,-0.5,0.7,1.5,0.3,0.1,2.3,2.2,2.4,5,1.8,1.4,2.5,1.6,1.9,3.4,2.7,12.8072,52.9037
"260",3571,-1.9,-0.9,-3.7,-6.7,-3.8,-3.5,-5.6,-2,-0.8,1.4,0.1,-2.1,-2.5,-2.3,-0.2,0.5,-0.9,-0.1,-2.7,0.3,1.5,0.7,-0.8,1.9,0,-0.7,0.3,1.2,11.8638,49.8174
"261",3591,0,-0.1,-0.7,-1.5,-3.3,-2.7,-2,1.4,2.2,3,2.3,2.4,4.9,5.4,2.7,1.3,1.1,2,0.8,4.3,2.5,1.4,2.3,2.7,2.4,4.6,3,2.5,6.4237,50.6744
"262",3603,-1,-0.9,-3.3,-3.7,-3.3,-3.7,-4.6,-1,-1.2,0.7,-0.3,-2,-2.3,-2.3,-0.7,-1,-2.1,-1.5,-3.3,2.3,3.6,1.4,0.8,2.5,2.2,3,1.6,2,9.9666,49.3895
"263",3612,0.8,0.9,0.6,-1.6,-1.3,-1.7,-0.2,2.8,5.5,5.8,3.4,-0.9,2.3,4,1.9,1.9,1.2,2.4,2,4.7,4.4,2.8,3.5,4.4,4.9,6.2,4.4,2.9,9.2229,52.6711
"264",3621,-0.8,-0.7,-6.4,-7.2,-3.2,-3.9,-6,-1.4,-0.3,1.4,0.1,-1.7,-2,-2.7,-1.5,-0.7,-2,-1.5,-1.7,2.4,2.9,2,0.6,2.3,2,0.8,0,2.1,10.5066,48.8254
"265",3623,0.6,1.2,0.7,-0.6,-2,-1.3,-0.5,3.1,3.8,4.5,3.3,2,3.1,4.8,3.6,1.5,2.2,3.7,1.5,6.3,4.1,3,4.4,4.5,4.1,5.9,4.6,4.1,6.6602,50.8294
"266",3631,2.1,3.7,3,2,1,1.3,4.4,4.7,5.4,5.4,4.2,2.3,3.2,4.6,2.4,2.7,3.2,3.9,3.1,3.7,3.2,3.5,4.2,4.7,3.7,5.3,4.9,4.5,7.1519,53.7123
"267",3639,0.4,1.6,-0.9,-2.5,-1.1,-3.3,2.7,3.4,5.3,5.4,3.7,1.8,1.5,1.9,1.6,1.4,0.8,2,2.4,3.4,3.2,2.5,3.5,4.3,3.5,5.6,4.5,3.3,8.6583,53.7647
"268",3660,-1.4,-1.3,-2.1,-3.3,-4.6,-3.5,-3.2,0.3,1.1,1.6,0.7,0,1.4,3.5,2.2,-0.9,0,1.3,-1.7,3.3,1.9,0.6,1,1.5,1.3,3.6,1.8,0.8,6.8697,50.3601
"269",3667,-1.3,-0.5,-2.5,-4.7,-2.6,-2.4,-4.7,-0.6,-0.3,1.3,0.3,-1.5,-1.4,-1.8,-1.9,-1.1,-2.4,-0.6,-2.1,0.2,1.9,1,-0.9,1.6,0.4,-0.4,2.1,1.4,11.2538,49.4258
"270",3668,-0.1,0,-1.4,-3,-2,-2,-3.4,-0.2,0.6,2.4,1,-0.6,-0.7,-1.1,-0.2,-0.7,-1.4,0.1,-1.4,1.9,3.2,2.1,0.1,3,1.8,1.3,2.5,2.6,11.0549,49.5031
"271",3679,-4.2,-1.7,-4.2,-3.4,-4.1,-3.5,-4.8,-4.1,-2.8,-1.6,-2.8,-1.5,-3.1,-2.8,-2.7,-1.9,-1.5,-1.1,-0.9,-0.6,2.3,0.9,2.5,1.7,1.3,1.6,1.5,1.5,12.1666,47.6185
"272",3730,-2.9,-2.7,-8.3,-8.5,-6.1,-5.6,-6.3,-5.8,-5,-6.5,-5.1,-5,-4.6,-2.1,-2.5,-3.6,-2.2,-2.6,-3.3,-2.7,-0.8,-0.6,-1.9,1,-0.3,-4.6,-3.1,0.4,10.276,47.3986
"273",3734,0.8,0.4,-1.5,-2.5,-0.9,-1.3,-3.2,-0.1,0.4,2.2,1.8,0.4,-0.3,0.6,-0.3,0.7,-0.4,0.4,-0.6,3.8,5.8,2.8,3.2,4.5,3.5,3.8,3.8,3.8,9.3525,49.1279
"274",3739,-2.4,-2.3,-3.8,-4.8,-4.7,-4.7,-5.2,-3.1,-2.2,0.1,-1.1,-3.2,-3.6,-4,-1.4,0.6,-0.7,-2.3,-3.9,0,1.6,1.3,0,1.2,0.2,0.7,1.5,0.5,12.4366,49.452
"275",3761,0.5,0.4,-1.2,-2.3,-1.1,-1.6,-3,-0.1,0,1.9,1.7,0.3,0,0.5,0.2,1.2,-0.3,0.3,-0.8,3.9,6,2.5,2.5,4.5,3.6,3.9,3.5,3.6,9.5175,49.207
"276",3811,0.3,1,0.5,-2.6,-2,-2.7,-1.9,1,2.9,4.4,3.5,1.2,1.2,0,1.2,1.4,0.5,2.3,1.6,4.1,5.6,1.8,2.3,4.4,2.8,2.4,3.3,3,13.0928,51.296
"277",3821,-0.9,0.3,-0.3,-2.9,-2.7,-3.3,-2.4,-0.1,2.2,3.8,2.6,-1.5,1.1,1.4,-0.2,2.4,0.3,1.7,0.4,3.5,4.5,1.6,1.8,3.6,3,3.4,3.5,2.9,11.9292,51.0873
"278",3836,-1.5,-0.7,-1.7,-4,-4.3,-3.1,-3.6,0.2,2.3,3.1,1.1,-1.3,-1.3,-2,-1.1,-0.3,-1.2,1.3,-1.4,2.1,1.7,0.5,0,1.7,0.3,0.4,0.9,1.5,10.221,50.4538
"279",3857,-2.9,-3.1,-6.8,-5.6,-6.5,-6.3,-7.1,-6.1,-4.2,-3.5,-3.2,-2.1,-1.6,-1,-3.3,-1.9,-1.4,-3.6,-1.8,0.3,-0.2,-1.2,-1.3,0.5,-0.7,-3.2,-2.7,-0.3,10.3891,47.636
"280",3875,-2,-1.6,-4,-5.7,-4,-4.3,-5,-2.3,-1.7,0.4,-0.9,-2.1,-2.8,-3.4,-2.3,-1,-2.2,-2.1,-3.6,-0.3,1.8,1.1,-0.4,1.9,0.9,0.5,1.4,0.7,11.6897,49.1509
"281",3897,-1.1,0.9,-0.4,-0.8,0.1,-2.9,3,3,6.2,6,2.7,1.8,0.3,1.5,2.6,1.4,0.9,3.4,3.5,3.2,3.8,3.6,3.1,4,3.5,4.2,3,3,10.8773,54.0893
"282",3904,1,1.1,-2.6,-1.6,-2.1,-0.5,-0.7,1.3,2,2.9,2.7,0,2.7,6.7,1.9,0.9,1.7,2.2,0.8,6.9,4.5,2.7,3.9,4.3,3.8,6.3,4.6,1.9,6.3804,49.5356
"283",3925,0.4,-0.3,-4.1,-4.2,-2,-2.4,-4.5,-0.3,0.3,1.6,1.5,0,0.1,1.8,-1.4,-1.1,-0.7,0.2,-0.8,3.6,4.2,2.2,2.6,3.7,3.4,4.5,3,3.1,8.6959,48.9318
