"","id","Feb1","Feb2","Feb3","Feb4","Feb5","Feb6","Feb7","Feb8","Feb9","Feb10","Feb11","Feb12","Feb13","Feb14","Feb15","Feb16","Feb17","Feb18","Feb19","Feb20","Feb21","Feb22","Feb23","Feb24","Feb25","Feb26","Feb27","Feb28","lon","lat"
"77",1052,-1.5,-0.1,-0.2,-1.3,-2.1,-4.9,-1.2,1.5,4,4.9,4.3,0.4,1.7,1.1,1.1,1.3,-0.1,2.6,1.3,3.6,5.2,1.8,1.5,3,2.7,3.3,4.2,3.2,12.1635,52.2172
"78",1072,2.1,2.2,0.2,-1.1,-0.9,-0.7,-1.4,3.2,3.5,4,2.9,0.8,0.2,1.5,-1.2,1.6,2.2,2.7,1.1,4.1,5.3,2.7,2.7,4.9,5.3,5.9,4.7,4,8.1929,49.4719
"79",1078,1.7,1.2,0.9,-0.9,-1.9,-0.6,0.7,3.7,4.7,5.3,3.9,3,4.1,6.1,2.6,2.7,2.7,3.4,2.3,5.5,4.1,3,3.5,4.3,4.4,6.2,5.2,3.8,6.7686,51.296
"80",1103,-1.8,-1.4,-4.3,-5.3,-4.2,-4.7,-5.6,-3.8,-2.3,0.6,-1.9,-2.5,-3.4,-3.7,-2.7,-1.8,-3.8,-3,-2.1,2.9,2.6,0.3,0.6,2.1,1.5,1.3,1.4,0.6,11.9872,48.1002
"81",1107,-0.5,-0.2,-1.8,-3.7,-2.8,-2.9,-4.4,-0.7,0.1,1.4,0.2,-1.2,-1.5,-2,-1.2,-1.9,-2.2,-0.1,-1.9,1.5,2.4,0.6,-1,2.6,1.8,0.4,1,1.8,10.499,49.852
"82",1161,-2.1,-0.5,-7.2,-8.7,-3.2,-3.4,-7.2,-2.1,-0.9,1.6,0.3,-1.1,-1.9,-2.2,-1.5,-2.2,-1.7,-1.1,-2.3,-2,-1.1,1.2,0.1,2.3,0.2,-0.8,0.1,1.4,11.2347,48.8779
"83",1197,-1.8,-1.2,-5.7,-7.2,-3.4,-3.6,-5.5,-2.3,-1.3,1,-0.1,-1.5,-1.7,-2.1,-1.6,-0.5,-2.3,-1.8,-2.4,1.4,2.9,1.3,0.6,1.7,1.5,1.5,1.4,1.8,10.1312,48.9895
"84",1200,-0.2,1.7,-1.1,-2.3,-1,-3.2,3.1,2.6,5,4.9,3.7,1.9,0.8,1.6,2.3,1.2,0.5,2.6,2.4,3.2,2.8,2.9,3.5,4,3.7,5.2,4.7,3.2,9.0106,54.0691
"85",1207,-2,-1.7,-2.8,-4.7,-6.6,-5.2,-5.6,-2.4,-0.6,0.9,-0.6,-2.9,-3.2,-3,-0.3,1.9,-0.1,-0.5,-2.6,0.5,2.2,-0.3,-0.6,1.1,-0.8,-0.8,1.2,0.8,12.2738,50.2707
"86",1214,-0.1,-0.7,-2.7,-3.2,-2.7,-2.6,-3.5,-3.8,-1.7,1.2,-0.1,0,1.5,4.3,0.5,-0.2,-0.3,1,0.8,3.8,3.5,1.4,2.1,3,2.5,3.4,2.7,2.2,8.1089,48.2012
"87",1224,2,1,-0.4,-1,-0.5,0.1,-1.6,-2,0,1.8,-0.4,-2,0.1,4.5,0.7,1,1.3,3.3,1.8,4.1,5.4,3,3.7,4.7,4,4.9,4.6,4,7.8351,48.1378
"88",1255,0.5,0.7,-1.5,-2.5,-0.9,-1.1,-2.8,0.1,0.2,1.8,1.7,0.1,0.1,0.9,-0.5,0.4,0.2,0.7,-0.3,2.5,4,1.7,1.2,3.8,3.5,4.3,3.5,2.8,8.8523,49.1664
"89",1262,-0.2,-0.4,-6.9,-9.3,-3.3,-3.7,-5.5,-2.3,-1.5,0.4,-1.2,-1.5,-3,-2.7,-2.2,-1.4,-1.9,-1.5,-2.4,-1.4,0.6,1.3,1.1,2.8,1.7,0.8,0.6,1.3,11.8133,48.3477
"90",1266,-1.5,0.8,-1.5,-3.2,-1.2,-3.5,3,2.8,5.4,5.3,3.5,1.9,0.8,1,2.5,1.1,0.3,3.1,2.9,3.1,2.9,3,3.2,4.2,3.9,4.9,4.4,3.3,9.3161,54.2989
"91",1270,-2,-0.2,-0.7,-2.8,-4,-3.9,-2.6,-0.4,1.6,2.8,1.9,-1.4,-0.3,0.1,-1.9,0.9,-0.8,0.9,-1.5,3.2,3.7,1,1.5,2.6,1.9,3.3,2.9,1.7,10.9608,50.9829
"92",1279,0.1,0.3,-0.9,-2.6,-1.6,-1.6,-3.2,0.4,0.7,2.6,1.1,-0.3,-0.4,-0.9,-0.7,-0.8,-1.3,0.5,-1.1,3.2,3.7,2.2,0.3,2.8,1.8,1.1,2.7,3,11.0073,49.6497
"93",1297,0.1,1.1,0.4,-1.4,-1.5,-2.1,-2.2,1.2,3.8,4.7,3.2,0.4,1,1.1,-0.6,0.1,1.4,2.7,0.9,5.7,4.8,1.9,2,4,3.1,3.9,3.5,1.9,10.0638,51.1834
"94",1300,-1,0.1,-1.2,-3.8,-3.9,-3.2,-3.5,0.8,2.6,2.9,1.2,-0.6,-0.3,1.4,1.7,0.2,0.9,1.3,0.4,3.4,2.5,1.6,1.2,1.7,2.8,4.2,2.5,1.4,8.1563,51.254
"95",1303,1.1,0.6,0.4,-0.7,-1.7,-1.5,0.2,2.7,4,4.7,3,1.9,4.4,7.1,3.8,2.3,1.9,2.5,1.3,4.6,3.4,2.4,2.7,3.7,3.7,5.5,4.6,3.4,6.9676,51.404
"96",1327,0.8,1.4,0.7,-1.5,-1.6,-0.9,-0.9,2.7,3.7,4.5,3.5,2.1,3,4.4,3.8,1.7,1.8,3.7,1.3,6.1,4.3,3.1,4.3,4.2,3.9,6,4.5,3.7,6.791,50.7119
"97",1332,-1.4,-0.9,-4.2,-6.3,-3.2,-4,-5,-2.4,-1.9,1.2,0,-1.2,-2.4,-2.7,-0.6,-0.9,-1.7,-1.5,-2.7,0,2.3,1.7,2.2,3.1,2.2,2,2.4,1.5,12.724,48.4832
"98",1339,0.5,0.5,-0.8,-3.1,-2.9,-3.5,-0.8,1.8,5.1,5.1,3.6,-0.3,0,1.4,0.4,1.1,-0.6,2.5,1.1,3.9,4.2,2.4,2.1,3.3,3.7,4.5,3.3,2.2,10.1885,52.9157
"99",1346,-7.2,-7.1,-8.9,-10.4,-10.7,-10.4,-8.4,-7.8,-7.7,-0.6,4.9,4.7,2.7,-0.2,-0.6,1.8,0.1,-0.6,0.9,0.6,-3.7,-5.2,-3.2,-4.9,-3.8,-3.2,-3.2,-5,8.0038,47.8749
"100",1357,-2.5,-2.2,-4,-5.8,-6.5,-5.7,-5,-3.6,-1.8,0.3,-1.3,-3.7,-3.9,-4.4,-1.9,-0.1,-0.8,-1.3,-4,-0.2,2.1,0,-1.6,0.8,-0.4,-1.4,-0.7,0.1,11.8376,49.9807
"101",1358,-6,-6.4,-6.4,-8.5,-10.1,-9.4,-7.5,-7.9,-4.2,-2.8,2.7,4.9,3.1,2.2,-3,-2.9,-0.8,-3.7,1.2,-0.8,-0.7,-3.9,-4,-3,-3.8,-3.2,-1.6,-3.9,12.9535,50.4283
"102",1411,-3.3,-3.1,-3.7,-5.6,-7,-6.9,-3.5,-3.5,-1.2,-0.2,-2.6,-4.3,-4.6,-2.3,-1.5,0,-2.2,-1.4,-4.8,1.5,0.8,-1,-0.8,0.1,0.2,1,-0.4,-0.5,10.048,50.5309
"103",1420,0.9,1.5,-0.2,-1.2,-0.8,-0.5,-1,2.7,3.5,4.2,3.2,1.3,0.6,1.5,0.7,2.3,2.7,3.3,1.2,6,5.5,2.7,1.8,4.2,3.6,5.5,4.3,3.1,8.5215,50.026
"104",1424,1.4,2,0.8,-0.5,-1,-0.7,-0.5,3.2,4,5.2,3.2,1.5,1.3,1.9,2.1,2.4,3.1,3.8,1.4,6.8,6,4,2.7,5,5.1,6.6,5.1,4.3,8.6694,50.1269
"105",1443,1.9,1.3,-0.3,-2,-0.7,0.1,-2.6,-2.4,0.3,1.4,-1.1,-2.1,0.9,6.1,0.6,0.7,1.2,1.7,1.4,5.2,5.1,3,4,5,4,5,4.6,3.9,7.8344,48.0233
"106",1451,-0.2,1.6,-0.6,-1.7,-0.5,-2.7,2.4,3,5.3,5.3,3.6,1.9,0.9,1.9,2,1.4,0.6,2.1,2.7,3.4,3.6,2.5,3.5,4.3,4.1,5.4,4.7,3.1,9.2486,53.8278
"107",1468,-2.6,-3.3,-6,-6.3,-6.3,-6.4,-7.3,-3.8,-3.6,-1.1,-2.2,1.1,3.7,3.4,0.2,-1.6,-2.2,-2.9,-1.4,4.3,1,-0.8,-0.3,-0.1,0.1,1.6,0.5,-0.1,8.4091,48.4537
"108",1473,-1.5,-1.2,-5.4,-7.6,-3.4,-3.6,-5.5,-1.8,-1.1,1.2,-0.3,-1.7,-2.3,-2.7,-2,-3,-3.6,-1.5,-2.7,0.4,2.2,1.4,-0.5,2.3,1.1,0.2,1.7,1.4,11.3736,49.1782
"109",1503,0.4,0.8,0.2,-1.5,-0.7,-1.3,1.2,3.8,5.8,5.7,4.3,2.3,2.9,4.6,2.1,2,1,1.7,2.6,4.1,3.9,2.2,4,4.6,4.1,6.1,4.9,3.6,7.9022,53.0643
"110",1504,-0.5,0.4,0.3,-1.5,-1.6,-1.6,-1.4,1.4,3.3,4.2,1.9,-0.1,-0.2,0.5,-0.1,-1.5,1.6,2.8,0.4,5,4.4,1.9,1.7,3.2,2.9,4.6,3.2,2.1,9.2799,51.119
"111",1544,0.8,1.2,0.1,-1.3,-2,-4.4,-1.3,1.9,4.5,5.1,4.3,0.1,-0.6,0.5,1.1,1.8,0,2.5,1,3.2,5.1,2.5,1.7,3.1,2.5,3.1,3.3,2.8,11.3941,52.5129
"112",1550,-4.2,-2,-5.1,-4.5,-5.2,-4.9,-5.7,-5.3,-3.5,-3.2,-3.6,-2.9,-1.7,-0.1,-3.1,-2,-0.5,-1.6,-1.3,0,1.4,0.4,0.7,1.1,0,-1,-1.5,0.7,11.0623,47.4831
"113",1580,1.1,2.1,0.4,-0.1,-1.2,0,-0.3,3.1,3.7,4.3,3.3,1.7,0.2,1.8,0.1,1.5,2.8,3.9,0.9,6.3,5.4,3.5,2,3.9,3.7,5.8,4.8,3.3,7.9549,49.9859
"114",1584,-1.2,-2.1,-5.3,-7.5,-4,-4,-5.8,-6.2,-3.6,-1.1,-4.2,-4.9,-3.6,-0.6,-3.1,-3,-4,-1.9,-1.2,1.1,0.4,-0.2,0.1,1.4,0.4,-1.4,0.5,0.6,8.6471,47.9241
"115",1587,-2.1,-1.5,-4.6,-6.2,-4,-4.3,-5.7,-2.7,-1.9,0.7,-0.8,-2.2,-2.8,-3.3,-1.7,-2.3,-3.5,-2.3,-3.3,-0.5,1.5,1.1,-1.1,1.9,0.7,0.5,1,0.8,11.4289,48.9481
"116",1590,1.8,1.1,1.3,0.1,-1,-0.8,0.7,3.8,4.8,5.3,3.5,2.2,3.4,6.1,3.2,2.1,3,0.6,2.5,5.4,3.7,2.4,4.4,4.4,4.1,6.5,5.2,3.9,6.2463,51.4943
"117",1602,1.7,1.2,-1.2,-2,-0.1,0.4,-1.9,-1.6,0,1.7,0.7,-1.1,-0.5,3,0.3,1.1,1.2,2.2,1.3,4.6,5.8,2.9,3.7,4.6,4.8,5.8,4.4,3.9,7.9931,48.4329
"118",1605,0.2,1,-0.1,-1.3,-1.9,-5.3,-1.2,1.6,4.4,5.3,4.8,0.6,0.5,-0.5,0.8,1.2,-0.2,2.9,1.4,3.5,5.5,1.5,1.7,3.3,1.8,2.2,3.3,2.9,12.1601,52.3875
"119",1612,-1.2,0,-0.7,-2.9,-3,-3.4,-2.3,-0.3,2.1,3.2,1.7,-0.4,-0.1,0.1,0.1,1.7,0.2,1.1,-0.2,2.7,3.7,1,1,2.9,2.1,2.1,2.7,2.2,12.1289,50.8813
"120",1639,-0.1,0.6,0.2,-1.5,-2.2,-1.4,-0.8,1.8,2.9,4.2,2.2,0.3,0.2,0.6,0.2,0.1,2.1,3.1,0.3,5.3,4.4,2.1,0.8,2.8,2.3,4.8,3.6,1.9,8.6439,50.6017
"121",1666,-1.6,0.8,-1.1,-2.6,-0.5,-1.8,4,3.1,5.8,5.9,3.8,1.9,1,1.2,3,1.6,0.5,4.9,3.4,2.8,2.2,2.8,3.5,4.4,3.6,4.9,4.9,3.8,9.5057,54.8273
"122",1684,-0.1,0.3,0.1,-2.2,-2.5,-3.5,-3.5,-0.4,1.7,3.3,2.8,1.2,2,1.4,2.4,-0.3,0.5,1.1,0.2,2.1,4.5,2.5,2.6,4.4,2.5,2.1,1.9,2,14.9506,51.1622
"123",1691,-0.1,1.1,0.7,-1.5,-1.5,-2,-2.8,1.4,3.7,4.7,3,0.4,1.6,2.2,0,1.1,1.5,2.3,1.1,5.4,5,2.7,2.2,3.9,3.1,4.5,3.2,2.5,9.9506,51.5003
"124",1694,-0.6,0.2,-1,-1.4,-1.1,-4.4,0.9,1.9,5.1,5,2.1,0.8,-1.1,0.9,1.6,0.4,0.4,3.1,3.2,3.1,4.7,2.5,1.8,3.7,2.4,3.3,3.3,2.5,12.1033,53.606
"125",1721,-1.8,-1.3,-2.7,-4,-4.2,-4.1,-4.9,-2.1,-1.3,0.8,-0.8,-2.1,-2.7,-3,-1.1,0.7,-2.4,-1.3,-3.2,1.8,3.1,1,-0.4,1.9,0.9,1.6,2,1.2,11.2239,49.6639
"126",1735,-2.4,-2.2,-4.1,-5.6,-3.5,-4.3,-5.5,-4.9,-3.7,-0.5,-1.1,-3.3,-3.5,-3.9,-0.4,3,1,-2.4,-3,0.6,2.2,0.7,1,1.5,0.4,0.6,1.6,0.6,13.6291,48.7893
"127",1736,-0.5,0.3,-0.6,-1.7,-0.3,-2.8,1.4,2.5,5.8,6.3,3.3,1.2,-0.1,2,2.1,1,0,3,2.6,3.7,4.3,3.1,2.9,3.4,3.1,4.3,3.1,2.5,10.6795,53.5732
"128",1757,-0.2,0.1,-1.7,-1.3,-3,-6.2,1.8,1.9,4.3,3.9,2.1,1,-0.3,-0.1,1.8,0,0.7,3.8,4.5,3.1,5.5,3.1,2,4,2.7,3.4,3.7,3.2,13.4056,54.0967
"129",1759,0.9,0.6,-0.6,-0.1,0.3,-0.8,2.1,2.3,3.8,3.1,2.5,0.8,0.1,1.3,2,0.5,1,2.9,3.7,2.5,4.2,2.9,2.2,3.4,2.7,3,3.2,2.8,13.9102,54.2437
"130",1766,1.4,1.4,1.1,-1.5,-1.1,-1.5,-0.5,3.2,5.3,5.3,3,-0.1,2.4,5.3,1.4,2.1,0.9,1.1,1.9,4.9,3.7,2.1,3.8,4.6,4.6,6.4,4.9,3.4,7.6964,52.1346
"131",1803,-0.3,0,-1.4,-1.4,-3.3,-7.1,1.9,2.1,4.8,4.3,1.4,0.8,-1.1,0.6,2,-0.1,0.1,3.2,3.3,2.9,4.5,2.6,1.9,3.5,2.1,3.3,3.3,2.6,12.3238,54.0714
"132",1832,-7.4,-7.7,-8.8,-9.4,-10.3,-11.3,-8.7,-9.4,-7.6,-2.8,2.5,4,1.4,1.5,1.3,-0.2,0.2,-0.5,-0.1,-0.7,0.3,-3.9,-4.1,-3.6,-4.8,-4.8,-3.1,-4.5,13.1342,49.113
"133",1863,0.1,0.1,-1.1,-2.9,-3.1,-2.5,-2.7,0.2,1,2.6,1.3,-0.3,0,0.1,1.1,0,0.4,1.9,-0.5,6,4,1.8,1.2,3.1,3.5,4.5,3.1,2,9.1878,50.2663
"134",1869,-0.8,0.1,-1.8,-1.6,-4,-6.4,-0.3,0.5,3,4.3,2.1,0.6,-1,0,1,-0.5,0,1.9,3,1.9,5,1.1,1.7,3.2,2.5,2.6,3.4,2.2,13.9338,53.3153
"135",1957,-0.2,0.9,0.5,-1.7,-1.5,-3.1,-1.2,1.3,3.7,5.1,4,-0.4,1.8,1,0.9,2,0,2.4,1.2,4.3,5.1,1.4,2.1,4.1,2.8,2.7,4,3.5,11.9499,51.5138
"136",1964,-0.5,-0.4,-2,-1.8,-3.3,-2.1,-1.3,1.9,2.1,2.8,2.4,-0.8,0.9,4.9,2.4,-0.7,0.5,2.4,-0.6,4.2,2.9,1.4,1.2,2.3,2.2,4.6,3.3,0.8,6.3821,49.9445
"137",1975,-0.3,1.2,-0.5,-1.8,-0.6,-2.4,2,2.8,5.6,5.9,3,1.4,0.5,2.5,1.8,1.3,0.8,2.4,2.6,4,4.2,3.4,3.4,4.1,4.3,5.4,3.9,3.2,9.9881,53.6332
"138",1981,1.1,1.4,-0.1,-1.4,0.3,-1.2,2,3,5.8,5.8,3.6,1.4,1.1,2.7,2.2,2,1,3.1,3.3,4.4,4.5,3.6,3.6,4.4,4.9,5.7,4.5,3.7,9.8957,53.4777
"139",2014,1.2,1.2,0.2,-2.4,-2.3,-3.1,-1,2.2,4.9,5.5,3.2,-0.2,2.2,4.4,1.1,2.2,1.3,3.4,2.3,4.9,5.1,3,3.2,4.5,5.2,5.8,4.2,3.2,9.6779,52.4644
"140",2023,-1.7,-1.4,-5.4,-7.5,-3.9,-4.5,-6,-2.1,-1.2,1,-0.6,-2.3,-2.8,-3.3,-2.2,-1.3,-2.3,-2.2,-2.7,-0.3,0.4,1.3,-0.4,2.2,1.8,0.4,-0.5,0.9,10.7062,48.7918
"141",2039,0.7,1.3,0,-2.2,-3,-4.6,-1.5,1.1,4.1,4.4,2.3,-1.5,-0.9,2,-1,0.1,0.3,2.9,3,5.1,5.2,2.4,3,4.1,4.4,4.8,4,3.3,10.5701,51.9
"142",2044,-2.7,-2.2,-1.9,-3.7,-4.3,-6,-3.6,-1.1,2.6,2.9,1.4,-1,0.8,1.3,-1.7,0.2,-0.8,1.2,-0.4,2.3,2.5,0.7,0.1,1.6,1.2,1.7,2.1,0.9,11.1367,51.652
"143",2074,-0.3,-1.6,-6.8,-7.8,-3.8,-3.7,-6.2,-3.4,-1.8,0.4,-1.8,-0.7,1.2,2.3,-1.2,-1.9,-2.1,-0.8,-0.2,4.6,2.9,0.8,2.1,2.1,2.1,2.2,2.1,1.9,8.9801,48.3751
"144",2110,1.7,1.4,1.3,0.3,-1.5,-0.6,0.5,3.5,4.3,5.1,3.5,1.7,3.6,5.7,4,1.8,2.8,1.6,2.8,6.2,4.3,3.3,5,4.8,4.6,6.4,5.1,4.6,6.1041,51.0412
"145",2115,3.7,3.9,1.9,1.1,0.9,1.8,5.2,4.8,5.8,6.1,4.3,2.8,3,3.2,3.2,3.2,4.4,5.2,4.1,4.2,3.5,4.5,4.6,5.1,4.4,5.2,5.5,4.8,7.892,54.175
"146",2171,-0.2,0.5,-0.5,-2.2,-2.5,-3.1,-1.8,0.9,2.4,3.5,1.7,-0.5,0.6,0.5,-1.1,-0.4,0.7,2.2,-0.5,5.3,4.4,1.6,1.4,2.9,3,3.4,3.1,1.9,9.7378,50.8519
"147",2174,-0.9,0.2,-0.2,-3.5,-3.3,-3.6,-5,0,2.2,3.9,1.8,-0.3,1.3,2.5,0.8,2.8,0.5,1.9,0.5,4.2,4.4,1.7,1.3,2.3,2.7,3.7,2.6,1.6,10.3704,51.6254
"148",2201,2.4,1.1,-0.6,-0.4,-0.3,-0.1,3.8,3,4.5,4.2,2.9,1.1,-0.6,1.7,2.8,0.5,0.9,3.7,4.2,3.2,4.6,3.3,2.3,3.8,2.9,4,4,3.1,13.1044,54.575
"149",2211,-0.7,-0.1,-0.6,-2.6,-3.6,-1.8,-1.2,1.4,2.3,3.3,1.4,0.1,1.2,4.1,2.8,0.4,1,2.3,-0.6,4.8,3.4,2.3,1.2,2.7,2.6,4.6,3.1,2,7.6528,50.7371
"150",2252,-0.7,-0.4,-0.4,-2,-2.6,-3.1,-2.9,0,1.9,3.3,2.6,0.9,1.6,1.2,4.2,-0.9,1,1.6,-0.4,1,3.4,1.4,2,4,1.2,0.8,0.8,1.3,14.7456,50.8994
"151",2261,-2.2,-1.9,-2.9,-4.8,-5.7,-5.5,-4.5,-2.7,-0.7,1.1,-0.6,-3.1,-3.3,-3.2,-0.7,1.2,-0.1,-0.4,-3.3,1,2.2,0.3,-0.2,1.7,0.2,-0.4,0.9,0.8,11.8761,50.3122
"152",2290,-3.6,-4.1,-5.6,-6.6,-7.3,-7.4,-8.1,-6.6,-5.3,-1.7,2,4,4.1,3.2,-0.3,3,0.9,-4.9,1,5.4,2.3,-1.9,0.1,-0.5,-0.6,-0.3,0.1,-1.4,11.0109,47.8009
"153",2303,-1.9,0,-1.7,-3.6,-1.2,-3.8,3.1,2.7,5.6,5.5,3.4,1.8,0.6,0.9,2.6,0.9,-0.3,3.6,3.2,3.1,3.1,3.2,3.5,4.4,3.8,5.3,4.1,3.2,9.539,54.3146
"154",2306,-1.5,0.3,-0.1,-0.1,0.5,-2.2,3,3,5.7,5.7,2.9,1.6,0.2,1.5,2.6,1.1,0.2,3.5,3.5,3.3,3.8,2.9,2.9,3.8,3.7,4.8,3.3,2.8,10.6733,54.3195
"155",2315,-0.4,1.1,0.2,-1.5,-2,-3.4,-1.7,1,3.4,4.6,4,0.7,0.1,0.2,1.8,1,1.4,2.3,0.8,3.4,4.2,0.3,1.4,3.2,0.6,0.7,2.4,2.8,13.1666,51.7657
"156",2319,-2.2,-1.9,-4.5,-4.6,-5.1,-5.1,-6.1,-4.2,-2.9,-0.6,-3.5,-2.7,-3.3,-3.8,-3.7,-2.5,-2.3,-3.3,-1.8,2.1,2.4,0.5,1.5,1.5,0.8,-0.3,0.4,1.1,11.6962,47.8823
"157",2323,0.1,1.2,1,-1.2,-1.2,-2.2,-1.8,2.3,4.3,5.3,3.3,0.5,1.2,1.8,-0.4,0.1,1.6,3.1,0.7,4.9,5.2,3.2,2.5,4,3.7,5.4,4,3.2,9.4964,51.8539
"158",2362,-0.7,-0.3,-1,-2.7,-3.9,-2.2,-2,1.1,2.2,2.9,1.3,0,0.7,2.6,2.5,-0.1,0.8,2.3,-1.1,4.5,2.6,1.8,1.2,2.7,2,4.2,3.1,1.6,7.4839,50.5652
"159",2385,-0.4,-0.7,-3,-3,-4.2,-2.5,-2.1,1,1.8,2.1,1.2,-0.3,-0.8,0.4,-1.5,-0.1,0.4,1.6,-1.3,5.3,2.7,1.7,1.4,2.5,2.7,4.5,2.8,1.5,7.3264,49.6927
"160",2410,-0.4,-0.3,-4.6,-5.4,-2.3,-2.7,-4.6,-1.8,-0.9,1.4,0.4,-1.1,-2,-2.3,-1.8,-1.4,-1.1,-1.1,-2.1,0.6,0.2,1.6,0,2.8,0.8,-0.8,0.8,1.6,11.5362,48.7112
"161",2429,-1.3,1,-1.2,-2.3,-0.9,-2.9,2.8,2.8,5.9,5.7,3.3,1.8,0.6,2.2,2.4,1.2,0.1,2.6,2.8,3.4,3.5,3,3.5,4.2,4,5.4,4.5,3,9.5696,53.9897
"162",2437,-3.3,-1.6,-2.4,-4.6,-2.1,-4.7,2.8,1.9,5.6,5.1,3.3,1.7,0.6,0.9,2.7,1.2,-0.4,3.1,2.8,3,2.7,2.8,3.4,4.1,3.7,5.2,3.9,3.2,9.5194,54.455
"163",2444,-0.4,1.4,1,-0.7,-1.2,-1.8,-0.6,1.5,3.9,5,3.4,-0.7,1.6,1.4,-0.2,2.1,0.3,2.3,0.4,4,4.4,1.1,2.1,3.8,2.5,2.2,3.5,3.4,11.583,50.9251
"164",2480,1.2,1.6,0,-1.8,-1.4,-0.7,-2.2,1.8,2.9,4.2,2.9,1.3,1.3,0.8,-0.1,1.2,2.2,2.9,1.1,6.4,5.4,2.4,1.6,4.1,4.2,5.3,4.6,3.1,8.9932,50.0644
"165",2483,-3.8,-3.6,-4.4,-6.7,-7.7,-7.4,-4.2,-3.9,-0.6,-0.4,1.2,1.1,0.3,1.3,0.2,-1.6,-2.2,-1.7,-4.1,-0.8,-0.9,-2.1,-2.2,-1.5,-0.7,-0.1,-1,-2.4,8.4891,51.1803
"166",2485,-1.5,-1.7,-5.8,-6.3,-3.8,-3.9,-6.2,-2.5,-1.7,0.6,0.2,-0.5,-1.7,-0.8,-2,-0.6,-2.7,-1.8,-2.5,-0.3,1.1,0.5,-0.1,1.3,0.7,0.3,0.5,1,9.6872,48.9171
"167",2486,0.8,0.6,-1.6,-2.7,-2.4,-1.9,-2.7,1.3,1.7,2.6,2.2,1.1,1,2.4,-1.4,1,1.3,2.1,0.4,7.2,4.5,2.2,2.7,3.7,3.6,5.8,3.7,2.3,7.736,49.4242
"168",2497,-1.3,-1.2,-2.1,-3.6,-4.8,-4.6,-4.1,0.3,1.1,1.4,1.3,0.8,2.5,3.6,2,-1,-0.2,1.4,-1,2.8,1.6,0,0.9,1.2,1.2,3.2,1.8,0.9,6.5262,50.5016
"169",2542,-2.2,-2.1,-5.9,-6,-5,-4.9,-7.2,-4.9,-3.2,-2.5,-5.6,-5.3,-3.9,-3.8,-4.7,-5.2,-4.8,-3.1,-2.5,-0.1,-0.2,-0.9,-0.8,1.3,0.1,-2.7,-2.7,0,10.6007,47.8652
"170",2559,-1.6,-1.7,-4.5,-4,-4.7,-4.7,-5.9,-5.8,-3.8,-3.1,-4.8,-4,-2.7,-1.6,-4.9,-4.3,-4.3,-2.6,-1.4,1.7,-0.5,-0.3,-0.1,1.5,0.3,-1.9,-2.3,0.8,10.3348,47.7233
"171",2564,-1.2,0.2,-1.1,-1.5,0.2,-1,3,2.7,5.7,5.7,3.3,1.9,0.5,1.1,2.9,1.5,0.5,4,3.7,3.4,3.7,3.5,3.5,4.6,4.1,5.3,3.6,3.4,10.1433,54.3761
"172",2575,-1,-1,-5.3,-5.9,-3,-3.3,-5.2,-1.4,-0.9,0.9,0,-1.6,-1.9,-1.8,-0.7,-0.3,-1.9,-1.4,-2.8,2.2,4.1,1.5,1.2,2.8,2.1,2,1.3,2,9.9799,49.1804
"173",2578,-0.7,0.8,-0.2,-0.1,-0.2,-3.6,2,2.7,4.9,4.8,2.2,1.5,-0.3,1,2.3,0.7,0.6,3.5,3.4,3.3,4.3,3.3,2.8,3.8,3.3,4.5,2.9,3,11.4341,53.9995
"174",2597,0.1,0.4,-0.4,-3.3,-3,-2.4,-2.4,0.9,1.6,3.3,1.3,-0.9,-1,-1.5,-0.1,-0.2,-0.6,1.2,-1.3,3.3,2.1,1.1,-0.2,2.4,2.4,2.1,1.5,2.3,10.0792,50.2241
"175",2600,1.2,1,-0.2,-2,-1,-1.3,-3,1.3,1.5,3.3,1.9,0.3,-0.4,-1,-0.2,-1.4,0,1.1,-0.7,3.7,5.3,2.7,0.9,4.1,2.8,2.9,3.1,3.9,10.1782,49.7361
"176",2601,-3.2,-3.6,-4.3,-6.6,-7.4,-7.3,-4.5,-3.7,-1.3,-0.6,-0.8,-0.4,0.9,1.7,-0.1,-2.8,-2.3,-1.8,-4.6,0.4,-0.5,-1.9,-2.2,-1.1,-0.5,0.1,-0.8,-2,8.4469,50.2218
"177",2618,-3.9,-3.2,-4,-5.7,-6.9,-7.2,-4.6,-4.3,-0.8,0,-1.3,-4.2,-3.3,0.3,-0.9,0.6,-1.5,-1.5,-4.4,-0.3,0.1,-1.1,-2,-0.6,-0.6,0.2,-0.1,-1,10.4803,50.8458
"178",2627,-0.1,0.8,0.1,-1.8,-1.8,-2.9,-1.8,1,2.5,4.2,3.8,-0.4,0.4,-1.6,1.3,0.5,1.9,2.6,1.4,3.6,5.8,1.6,1.9,5,2,0.6,1.6,2,13.8846,51.5554
"179",2629,1.5,0.9,1.2,0.1,-0.9,-0.6,0.9,4,5,5.4,3.3,1.5,3.2,6.4,3.1,1.6,2.4,-0.1,2.5,4.9,3.3,1.3,4.2,4.4,3.4,6.1,4.6,3.4,6.0954,51.7612
"180",2638,-3.4,-3.6,-6.1,-7,-6.8,-6.9,-7.5,-5.4,-4.4,-1.5,-0.9,4.5,4.8,2.3,-0.3,1.7,-0.9,-3.9,-1.2,4.3,0.2,-2,-0.8,-0.8,-0.3,0,-0.7,-1.3,8.7549,48.1054
